시설물분류(대),시설물분류(중),시설물분류(소),공종분류(대),공종분류(중),위험발생객체분류(대),위험발생객체분류(중),위험발생위치분류(대),위험발생위치코드(중),위험발생위치분류(중),위험발생위치분류(소),작업프로세스명,물적피해,인적피해,사고원인,사고가능성,사고심각성,설계단계,시공단계
건축,건축물,창고시설,기타,기타,건설자재,자재,외부,139,자재,상부(위),설치작업,낙하,물체에 맞음,"안전대 안전난간등 안전시설물 누락으로 인한 추락, 낙하",M(3),M(3),"안전시설물 설치 기준, 위치 설계 반영","고소작업구간 및 추락위험구간 안전대부착시설, 난간대 설치"
건축,건축물,창고시설,건축,건축 토공사,건설기계,기중기(이동식크레인 등),외부,202,기중기(이동식크레인 등),바닥,운반작업,전도,깔림,중장기 건설차량 작업 계획 미수립으로 인한 사고 발생,M(3),M(3),차량계 건설기계 사용 지침 설계 반영,"차랑계 기계 작업계획 수립, 준수"
건축,건축물,창고시설,건축,건축 토공사,건설기계,기중기(이동식크레인 등),외부,202,기중기(이동식크레인 등),바닥,운반작업,전도,깔림,중장비 건설차량 작업 계획 미수립으로 인한 사고 발생,M(3),M(3),차량계 건설기계 사용지침 설계 반영,"차량계 기계 작업계획 수립, 준수"
토목,상하수도,하수도,토목,가설공사,가시설,흙막이가시설,외부,3,흙막이가시설,상부(위),설치작업,붕괴,떨어짐(분류불능),안전성미계산,M(3),H(4),흙막이 가시설 안전성 확인,흙막이공사 안전보건작업에 관한 기술지침 준수
토목,상하수도,하수도,토목,가설공사,가시설,흙막이가시설,외부,3,흙막이가시설,상부(위),굴착작업,붕괴,깔림,안전성미계산,L(2),M(3),조립식 간이흙막이에 대한 안전성 검토 반영,굴착면의 기울기 기준 준수
토목,상하수도,하수도,토목,가설공사,가시설,흙막이가시설,외부,3,흙막이가시설,고소,용접작업,없음,떨어짐(분류불능),추락방지조치미흡,M(3),H(4),띠장 상부 안전대 부착설비 설치,안전대 사용에 관한 기술지침 준수
토목,상하수도,하수도,토목,토공사,토사 및 암반,굴착사면,외부,217,굴착사면,상부(위),굴착작업,없음,떨어짐(분류불능),안전조치부적정,M(3),H(4),굴착단부 안전난간 설치,안전대 사용지침 준수
토목,상하수도,하수도,토목,토공사,토사 및 암반,절토사면,외부,44,절토사면,하부(아래),굴착작업,없음,깔림,안식각미준수,M(3),H(4),토질의 종류에 따른 안식각 준수,건설공사 굴착사면 안전기울기 기준에 관한 기술지침 준수
토목,상하수도,하수도,토목,토공사,토사 및 암반,절토사면,외부,44,절토사면,하부(아래),굴착작업,붕괴,깔림,계측기설치미흡,H(4),H(4),굴착작업 시 지하수위계 설치 및 계측계획도 작성,굴착공사 계측관리 기술지침 준수
토목,상하수도,하수도,토목,토공사,건설기계,굴착기,외부,117,굴착기,옆,굴착작업,전도,깔림,안전조치부적정,H(4),H(4),건설기계·장비 안전관리 매뉴얼 준수,굴삭기 안전보건작업 지침준수
토목,상하수도,하수도,토목,관공사 부대공사,기타,지하매설물,내부,46,지하매설물,하부(아래),기타,없음,감전,지장물보호미흡,L(2),L(2),지장물별 보호공 상세도 보완작성,지하매설물 굴착공사 안전작업지침 준수
토목,상하수도,하수도,토목,관공사,건설기계,기중기(이동식크레인 등),외부,202,기중기(이동식크레인 등),하부(아래),양중작업,낙하,깔림,와이어로프 검토미흡,M(3),H(4),공사 중 와이어로프 상태 확인,크레인 및 권상장치의 와이어로프 선정에 관한 기술지침 준수
토목,상하수도,하수도,토목,관공사,건설기계,기중기(이동식크레인 등),외부,202,기중기(이동식크레인 등),하부(아래),양중작업,기타,물체에 맞음,양중물줄걸이미흡,H(4),L(2),운용원칙에 따른 줄걸이 방법 사용,이동식크레인 양중작업의 안전성 검토 지침
토목,상하수도,하수도,토목,관공사,건설기계,기중기(이동식크레인 등),외부,202,기중기(이동식크레인 등),옆,양중작업,전도,깔림,아웃트리거 설치 미흡,M(3),H(4),공사 중 아웃트리거 설치상태 확인,이동식 크레인 양중작업의 안정성 검토 지침 준수
토목,상하수도,하수도,토목,해체 및 철거공사,기타,비산물,외부,141,비산물,바닥,해체작업,없음,물체에 맞음,안전시설물 미비,M(3),M(2),작업 반경내 접근금지 및 안전방호벽 설치 등 안전도면 작성,신호수의 통제준수
토목,상하수도,하수도,토목,토공사,가시설,가물막이,외부,53,가물막이,하부(아래),쌓기작업,붕괴,떨어짐(분류불능),집중호우,M(3),M(3),가물막이 설치 상세도 작성 및 오탁방지망 설치,"현장지형, 유속 등 현장조건 파악"
토목,상하수도,하수도,토목,토공사,토사 및 암반,경사면,외부,33,경사면,하부(아래),굴착작업,붕괴,깔림,안전구배 미준수,M(2),H(4),굴착법면 붕괴방지 위한 지반특성에 따른 안전구배 유지 및 굴착,굴착작업 시 해당 지반 사전조사 실시
토목,상하수도,하수도,토목,토공사,기타,"전주, 전선",외부,115,"전주, 전선",바닥,굴착작업,"파열,파단",감전,"접지, 절연 불량",M(3),M(3),수중양수기 자동 센서 부착 및 전선 피복 상태 점검,감전 발생을 고려한 사전 안전 및 응급조치 교육 시행
토목,상하수도,하수도,토목,토공사,가시설,흙막이가시설,외부,3,흙막이가시설,하부(아래),굴착작업,붕괴,깔림,과굴착,M(2),H(4),간이 흙막이 가시설 안전대책 및 상세도면 작성,"간이 흙막이 가시설 설치, 해체방법 준수 및 주기적인 계측관리"
토목,상하수도,하수도,토목,토공사,가시설,흙막이가시설,외부,3,흙막이가시설,상부(위),굴착작업,없음,떨어짐(분류불능),안전난간 미설치,M(2),M(2),추락 예방을 위한 안전난간 및 승강시설 설치예시 반영,단부 발생 시 안전난간 설치 철저
토목,상하수도,하수도,토목,토공사,건설기계,천공기,외부,47,천공기,하부(아래),천공작업,없음,부딪힘,안전관리 미확보,M(2),H(4),추진·도달구 주변 접근방지 안전휀스 및 다각도 천공기 작업안전대책 도면작성,통신관로 등 지하매설물 안전관리대책 수립
토목,상하수도,하수도,토목,토공사,건설기계,기중기(이동식크레인 등),외부,202,기중기(이동식크레인 등),바닥,양중작업,전도,깔림,지반침하,M(2),M(3),아웃트리거 하부 철판 설치 (지반침하로 인한 장비전도 방지),충분한 지지력이 확보된 견고한 지반에서 거치
토목,상하수도,하수도,토목,관공사,기타,지하매설물,외부,46,지하매설물,하부(아래),매설작업,"파열,파단",깔림,와이어 로프 파단,M(2),M(3),지장물 보호공 상세도 보완(와이어로프 파단 방지 조치) 작성,설계도서 준수하여 설치
토목,상하수도,하수도,토목,관공사,부재,배관,외부,214,배관,하부(아래),상차 및 하역작업,"파열,파단",깔림,구름방지용 받침목 미설치,M(2),M(3),자재 하역·적재시 받침목 상태확인 및 적정높이로 적재,작업유도 신호수 설치 및 작업구역 출입금지 조치
토목,상하수도,하수도,토목,관공사 부대공사,건설기계,기중기(이동식크레인 등),외부,202,기중기(이동식크레인 등),상부(위),인양작업,충돌,부딪힘,유도로프 미사용,M(2),M(2),인양 시 유도로프 사용할 수 있도록 예시도면 및 유의사항 설계도서 반영,중량물 인양 시 유도로프 사용 / 불량 인양로프 폐기조치
토목,상하수도,하수도,토목,관공사 부대공사,부재,개구부,외부,67,개구부,상부(위),운반작업,없음,떨어짐(분류불능),안전시설 미흡,M(2),H(4),"개구부 관리철저(난간 및 방망, 덮개, 폭목 설치) 등 안전관리 도면작성",작업 전 개구부 발생구역 확인 및 발생된 개구부에 추락방지 조치
토목,상하수도,하수도,토목,도로 및 포장공사,건설기계,롤러,외부,122,롤러,뒤,부설 및 다짐작업,충돌,부딪힘,후진 및 급회전,M(3),M(2),"후진경보기 설치 및 안전요원 배치, 작업반경 내 접근금지",포장장비 후진시 후방경계 강화
토목,상하수도,하수도,토목,도로 및 포장공사,기타,차량,외부,98,차량,앞,부설 및 다짐작업,"파열,파단",부딪힘,안전시설 미흡,M(3),M(2),교통처리계획 및 공사 중 교통안전시설 설치,시인성 확보 및 공사차량 서행
토목,상하수도,상수도,토목,해체 및 철거공사,기타,비산물,외부,141,비산물,바닥,해체작업,없음,물체에 맞음,방호설비 미비,M(3),M(2),"철거계획도 작성, 방호설비 설치 및 출입금지구역 설정",신호수의 통제준수
토목,상하수도,상수도,토목,토공사,토사 및 암반,경사면,외부,33,경사면,하부(아래),굴착작업,붕괴,깔림,안전구배 미준수,M(2),M(3),굴착법면 붕괴방지 위한 지반특성에 따른 안전구배 유지 및 굴착,굴착작업 시 해당 지반 사전조사 실시
토목,상하수도,상수도,토목,말뚝공사,건설기계,천공기,외부,47,천공기,상부(위),매설작업,없음,떨어짐(분류불능),추락방지 조치 미흡,M(2),M(2),"접근금지구역 설정, 리더 승하강 작업시 수직생명줄 및 추락방지대 설치",천공기 전도방지 철판 설치
토목,상하수도,상수도,토목,말뚝공사,부재,기성말뚝,외부,50,기성말뚝,상부(위),정리작업,없음,떨어짐(분류불능),안전덮개 미설치,M(2),M(3),"두부정리(두부절단) 후 토사 및 근로자의 안전, 오물유입 방지 위한 파일 캡 설치",말뚝 개구부 안전시설물 상세도 작성 및 준수
토목,상하수도,상수도,토목,토공사,가시설,흙막이가시설,외부,3,흙막이가시설,하부(아래),굴착작업,붕괴,깔림,과굴착,M(2),M(3),간이 흙막이 가시설 안전대책 및 상세도면 작성,"간이 흙막이 가시설 설치, 해체방법 준수 및 주기적인 계측관리"
토목,상하수도,상수도,토목,토공사,가시설,흙막이가시설,외부,3,흙막이가시설,상부(위),굴착작업,없음,떨어짐(분류불능),추락방지 조치 미흡,M(2),M(3),추락 예방을 위한 안전난간 및 승강시설 설치예시 반영,단부 발생 시 안전난간 설치 철저
토목,상하수도,상수도,토목,토공사,가시설,흙막이가시설,인접주변,3,흙막이가시설,바닥,굴착작업,붕괴,깔림,지반외력,M(2),M(3),계측지점 선정 후 동일단면에 대해 각종 계측기 설치 도면작성,흙막이 벽체변위 및 인접지반 침하량 측정
토목,상하수도,상수도,토목,토공사,기타,기타,외부,999,기타,바닥,굴착작업,"파열,파단",감전,"접지, 절연불량",M(3),M(3),수중펌프 자동 센서 부착 및 전선 피복 상태 점검,감전발생을 고려한 사전 안전 및 응급조치 교육 시행
토목,상하수도,상수도,토목,토공사,기타,지하매설물,외부,46,지하매설물,하부(아래),매설작업,"파열,파단",깔림,와이어 로프 파단,M(2),M(3),지장물 보호공 상세도 보완(와이어로프 파단 방지 조치) 작성,설계도서 준수하여 설치
토목,상하수도,상수도,토목,철근콘크리트공사,가시설,비계,외부,10,비계,하부(아래),설치작업,붕괴,떨어짐(분류불능),조립기준 미준수,M(2),H(4),조립기준 준수(무너짐 및 작업자 떨어짐에 대한 위험요소 개선),조립도에 따른 시스템 비계 설치
토목,상하수도,상수도,토목,철근콘크리트공사,건설자재,철근,외부,24,철근,앞,조립작업,없음,찔림,철근 안전캡 미설치,M(3),M(2),철근 안전캡 시공으로 근로자 찔림위험 제거,수직철근 시공 시 철근의 전도방지 조치 시행(철근 사보강 시행)
토목,상하수도,상수도,토목,철근콘크리트공사,건설자재,철근,외부,24,철근,앞,용접작업,화재,화재,가연성 물질에 불꽃 비산,M(3),M(3),작업현장 내 인화물질 제거 및 소화설비 비치,화기작업 대장작성 및 관리책임자 선임
토목,상하수도,상수도,토목,철근콘크리트공사,가시설,거푸집,외부,2,거푸집,옆,타설작업,붕괴,깔림,조립불량,M(2),M(3),유로폼 거푸집 설치·해체 안전 도면 작성 ,"콘크리트 타설 시 속도 및 긴결상태, 거푸집 변위 여부 확인 철저"
토목,상하수도,상수도,토목,관공사 부대공사,건설기계,기중기(이동식크레인 등),외부,202,기중기(이동식크레인 등),바닥,양중작업,전도,깔림,지반침하,M(2),M(3),아웃트리거 하부 철판 설치 (지반침하로 인한 장비전도 방지),충분한 지지력이 확보된 견고한 지반에서 거치
토목,상하수도,상수도,토목,관공사 부대공사,건설기계,기중기(이동식크레인 등),외부,202,기중기(이동식크레인 등),상부(위),인양작업,충돌,부딪힘,유도로프 미사용,M(2),M(2),인양 시 유도로프 사용할 수 있도록 예시도면 및 유의사항 설계도서 반영,중량물 인양 시 유도로프 사용 / 불량 인양로프 폐기조치
